level,code,name,year,GVA per Hour,Change in GVA per hour,Population
ITL3,TLC43,Tyneside,2021,33.93,98.96,851771.0
ITL3,TLC43,Tyneside,2022,35.03,100.0,863444.0
ITL3,TLC43,Tyneside,2023,35.73,99.69,872154.0
ITL3,TLC44,Sunderland,2008,26.48,87.54,276812.0
ITL3,TLC44,Sunderland,2009,27.57,88.51,276209.0
ITL3,TLC44,Sunderland,2010,28.5,94.74,275980.0
ITL3,TLC44,Sunderland,2011,29.13,92.81,275330.0
ITL3,TLC44,Sunderland,2012,29.93,90.6,275317.0
ITL3,TLC44,Sunderland,2013,31.09,95.85,275247.0
ITL3,TLC44,Sunderland,2014,32.24,99.32,275751.0
ITL3,TLC44,Sunderland,2015,33.14,101.07,275408.0
ITL3,TLC44,Sunderland,2016,33.73,99.77,275490.0
ITL3,TLC44,Sunderland,2017,34.69,103.5,274816.0
ITL3,TLC44,Sunderland,2018,35.42,100.91,274339.0
ITL3,TLC44,Sunderland,2019,35.83,107.99,274277.0
ITL3,TLC44,Sunderland,2020,35.74,94.68,273583.0
ITL3,TLC44,Sunderland,2021,36.07,91.45,274378.0
ITL3,TLC44,Sunderland,2022,37.0,100.0,277512.0
ITL3,TLC44,Sunderland,2023,37.84,92.11,281058.0
ITL3,TLD13,Cumberland,2008,24.7,105.18,274153.0
ITL3,TLD13,Cumberland,2009,24.96,101.89,274005.0
ITL3,TLD13,Cumberland,2010,25.26,98.17,273915.0
ITL3,TLD13,Cumberland,2011,25.67,105.42,274546.0
ITL3,TLD13,Cumberland,2012,25.98,99.98,274285.0
ITL3,TLD13,Cumberland,2013,26.53,105.42,274032.0
ITL3,TLD13,Cumberland,2014,26.85,105.2,274139.0
ITL3,TLD13,Cumberland,2015,27.08,105.68,274195.0
ITL3,TLD13,Cumberland,2016,27.11,106.86,274192.0
ITL3,TLD13,Cumberland,2017,27.1,99.82,273458.0
ITL3,TLD13,Cumberland,2018,27.28,99.99,273256.0
ITL3,TLD13,Cumberland,2019,27.26,100.29,273009.0
ITL3,TLD13,Cumberland,2020,27.53,93.22,272444.0
ITL3,TLD13,Cumberland,2021,28.63,87.38,273788.0
ITL3,TLD13,Cumberland,2022,30.51,100.0,275331.0
ITL3,TLD13,Cumberland,2023,32.07,107.89,276876.0
ITL3,TLD14,Westmorland and Furness,2008,23.71,80.23,226763.0
ITL3,TLD14,Westmorland and Furness,2009,23.89,76.38,226781.0
ITL3,TLD14,Westmorland and Furness,2010,24.43,74.77,226250.0
ITL3,TLD14,Westmorland and Furness,2011,25.36,83.89,225271.0
ITL3,TLD14,Westmorland and Furness,2012,26.1,82.64,224550.0
ITL3,TLD14,Westmorland and Furness,2013,26.89,82.96,224048.0
ITL3,TLD14,Westmorland and Furness,2014,27.53,79.68,224164.0
ITL3,TLD14,Westmorland and Furness,2015,28.68,87.82,224523.0
ITL3,TLD14,Westmorland and Furness,2016,29.72,84.68,224754.0
ITL3,TLD14,Westmorland and Furness,2017,30.8,88.14,225235.0
ITL3,TLD14,Westmorland and Furness,2018,31.85,89.02,225685.0
ITL3,TLD14,Westmorland and Furness,2019,33.25,88.83,226162.0
ITL3,TLD14,Westmorland and Furness,2020,35.21,94.41,225995.0
ITL3,TLD14,Westmorland and Furness,2021,37.72,99.91,226941.0
ITL3,TLD14,Westmorland and Furness,2022,40.01,100.0,227647.0
ITL3,TLD14,Westmorland and Furness,2023,41.41,102.21,228187.0
ITL3,TLD33,Manchester,2008,28.98,81.92,477408.0
ITL3,TLD33,Manchester,2009,30.09,86.52,483784.0
ITL3,TLD33,Manchester,2010,30.69,84.14,492598.0
ITL3,TLD33,Manchester,2011,31.07,85.71,502902.0
ITL3,TLD33,Manchester,2012,31.08,87.1,506869.0
ITL3,TLD33,Manchester,2013,31.09,81.99,510783.0
ITL3,TLD33,Manchester,2014,31.13,80.63,515360.0
ITL3,TLD33,Manchester,2015,31.52,84.01,523321.0
ITL3,TLD33,Manchester,2016,32.08,79.86,533446.0
ITL3,TLD33,Manchester,2017,32.96,84.57,536961.0
ITL3,TLD33,Manchester,2018,34.08,85.88,540675.0
ITL3,TLD33,Manchester,2019,35.46,84.91,545947.0
ITL3,TLD33,Manchester,2020,37.57,87.4,547340.0
ITL3,TLD33,Manchester,2021,40.27,89.3,550630.0
ITL3,TLD33,Manchester,2022,43.08,100.0,566778.0
ITL3,TLD33,Manchester,2023,44.77,99.98,579917.0
ITL3,TLD34,Greater Manchester South West,2008,29.65,92.43,447721.0
ITL3,TLD34,Greater Manchester South West,2009,29.65,85.87,452013.0
ITL3,TLD34,Greater Manchester South West,2010,29.71,88.11,457071.0
ITL3,TLD34,Greater Manchester South West,2011,30.03,87.26,461578.0
ITL3,TLD34,Greater Manchester South West,2012,30.73,90.23,465933.0
ITL3,TLD34,Greater Manchester South West,2013,31.53,90.78,470085.0
ITL3,TLD34,Greater Manchester South West,2014,32.32,91.88,474401.0
ITL3,TLD34,Greater Manchester South West,2015,33.07,94.8,479446.0
ITL3,TLD34,Greater Manchester South West,2016,33.74,93.51,485272.0
ITL3,TLD34,Greater Manchester South West,2017,34.55,94.98,490007.0
ITL3,TLD34,Greater Manchester South West,2018,35.9,95.76,494847.0
ITL3,TLD34,Greater Manchester South West,2019,37.4,97.98,499732.0
ITL3,TLD34,Greater Manchester South West,2020,38.99,106.87,502027.0
ITL3,TLD34,Greater Manchester South West,2021,39.96,99.13,506452.0
ITL3,TLD34,Greater Manchester South West,2022,40.84,100.0,515518.0
ITL3,TLD34,Greater Manchester South West,2023,41.26,97.57,521586.0
ITL3,TLD35,Greater Manchester South East,2008,24.62,88.76,497837.0
ITL3,TLD35,Greater Manchester South East,2009,25.11,85.68,499680.0
ITL3,TLD35,Greater Manchester South East,2010,25.6,92.08,501388.0
ITL3,TLD35,Greater Manchester South East,2011,25.91,87.27,502980.0
ITL3,TLD35,Greater Manchester South East,2012,26.41,90.65,504410.0
ITL3,TLD35,Greater Manchester South East,2013,26.84,93.26,506262.0
ITL3,TLD35,Greater Manchester South East,2014,27.23,89.45,508631.0
ITL3,TLD35,Greater Manchester South East,2015,27.89,90.45,511852.0
ITL3,TLD35,Greater Manchester South East,2016,28.72,92.34,515359.0
ITL3,TLD35,Greater Manchester South East,2017,29.51,99.27,517597.0
ITL3,TLD35,Greater Manchester South East,2018,30.21,94.52,520066.0
ITL3,TLD35,Greater Manchester South East,2019,30.73,89.1,523124.0
ITL3,TLD35,Greater Manchester South East,2020,31.98,98.23,524372.0
ITL3,TLD35,Greater Manchester South East,2021,33.88,90.91,526488.0
ITL3,TLD35,Greater Manchester South East,2022,36.32,100.0,529997.0
ITL3,TLD35,Greater Manchester South East,2023,37.97,110.87,534211.0
ITL3,TLD36,Greater Manchester North West,2008,23.09,89.55,582468.0
ITL3,TLD36,Greater Manchester North West,2009,23.57,90.16,587412.0
ITL3,TLD36,Greater Manchester North West,2010,23.9,89.48,591464.0
ITL3,TLD36,Greater Manchester North West,2011,24.49,90.95,595418.0
ITL3,TLD36,Greater Manchester North West,2012,25.07,92.44,597847.0
ITL3,TLD36,Greater Manchester North West,2013,25.78,96.24,600366.0
ITL3,TLD36,Greater Manchester North West,2014,26.29,90.25,603287.0
ITL3,TLD36,Greater Manchester North West,2015,26.97,96.53,605836.0
ITL3,TLD36,Greater Manchester North West,2016,27.5,96.5,608747.0
ITL3,TLD36,Greater Manchester North West,2017,27.86,94.93,612169.0
ITL3,TLD36,Greater Manchester North West,2018,28.66,94.83,615498.0
ITL3,TLD36,Greater Manchester North West,2019,29.62,89.27,621274.0
ITL3,TLD36,Greater Manchester North West,2020,31.35,104.3,623562.0
ITL3,TLD36,Greater Manchester North West,2021,33.1,95.0,625965.0
ITL3,TLD36,Greater Manchester North West,2022,35.1,100.0,633167.0
ITL3,TLD36,Greater Manchester North West,2023,36.36,110.71,641557.0
ITL3,TLD37,Greater Manchester North East,2008,22.82,90.09,614573.0
ITL3,TLD37,Greater Manchester North East,2009,23.23,87.42,616944.0
ITL3,TLD37,Greater Manchester North East,2010,23.66,92.52,619320.0
ITL3,TLD37,Greater Manchester North East,2011,24.08,94.14,622508.0
ITL3,TLD37,Greater Manchester North East,2012,24.41,92.92,625034.0
ITL3,TLD37,Greater Manchester North East,2013,24.81,94.75,627462.0
ITL3,TLD37,Greater Manchester North East,2014,25.21,93.21,632216.0
ITL3,TLD37,Greater Manchester North East,2015,25.77,97.83,636507.0
ITL3,TLD37,Greater Manchester North East,2016,26.13,95.58,641742.0
ITL3,TLD37,Greater Manchester North East,2017,26.62,95.97,647549.0
ITL3,TLD37,Greater Manchester North East,2018,27.54,93.16,652792.0
ITL3,TLD37,Greater Manchester North East,2019,28.78,97.52,657882.0
ITL3,TLD37,Greater Manchester North East,2020,30.19,102.89,658809.0
ITL3,TLD37,Greater Manchester North East,2021,31.34,96.28,659996.0
ITL3,TLD37,Greater Manchester North East,2022,32.47,100.0,665533.0
ITL3,TLD37,Greater Manchester North East,2023,33.15,101.27,671362.0
ITL3,TLD41,Blackburn with Darwen,2008,20.65,78.62,144902.0
ITL3,TLD41,Blackburn with Darwen,2009,21.47,82.47,146197.0
ITL3,TLD41,Blackburn with Darwen,2010,22.22,83.57,146966.0
ITL3,TLD41,Blackburn with Darwen,2011,22.7,84.49,147657.0
ITL3,TLD41,Blackburn with Darwen,2012,22.86,85.03,148532.0
ITL3,TLD41,Blackburn with Darwen,2013,23.18,85.13,149148.0
ITL3,TLD41,Blackburn with Darwen,2014,23.7,81.78,149579.0
ITL3,TLD41,Blackburn with Darwen,2015,24.83,91.78,150490.0
ITL3,TLD41,Blackburn with Darwen,2016,25.78,92.15,151497.0
ITL3,TLD41,Blackburn with Darwen,2017,26.62,96.47,152312.0
ITL3,TLD41,Blackburn with Darwen,2018,27.08,89.28,152787.0
ITL3,TLD41,Blackburn with Darwen,2019,27.78,93.7,154066.0
ITL3,TLD41,Blackburn with Darwen,2020,28.88,90.18,154564.0
ITL3,TLD41,Blackburn with Darwen,2021,30.49,91.94,154954.0
ITL3,TLD41,Blackburn with Darwen,2022,32.18,100.0,155823.0
ITL3,TLD41,Blackburn with Darwen,2023,33.27,98.86,157503.0
ITL3,TLD42,Blackpool,2008,19.57,97.38,142921.0
ITL3,TLD42,Blackpool,2009,20.02,85.79,142578.0
ITL3,TLD42,Blackpool,2010,20.77,101.71,142753.0
ITL3,TLD42,Blackpool,2011,21.31,98.1,142080.0
ITL3,TLD42,Blackpool,2012,21.68,94.96,142565.0
ITL3,TLD42,Blackpool,2013,21.98,102.88,142733.0
ITL3,TLD42,Blackpool,2014,22.43,89.95,142253.0
ITL3,TLD42,Blackpool,2015,23.47,98.05,141788.0
ITL3,TLD42,Blackpool,2016,24.6,107.56,141996.0
ITL3,TLD42,Blackpool,2017,25.62,104.31,142121.0
ITL3,TLD42,Blackpool,2018,26.46,103.97,141880.0
ITL3,TLD42,Blackpool,2019,27.35,105.53,142407.0
ITL3,TLD42,Blackpool,2020,28.34,96.31,141560.0
ITL3,TLD42,Blackpool,2021,29.27,102.3,140976.0
ITL3,TLD42,Blackpool,2022,29.89,100.0,141648.0
ITL3,TLD42,Blackpool,2023,30.25,95.73,142708.0
ITL3,TLD44,Lancaster and Wyre,2008,23.39,86.16,244057.0
ITL3,TLD44,Lancaster and Wyre,2009,22.76,77.74,244070.0
ITL3,TLD44,Lancaster and Wyre,2010,22.6,84.75,245032.0
ITL3,TLD44,Lancaster and Wyre,2011,22.89,77.51,245515.0
ITL3,TLD44,Lancaster and Wyre,2012,23.67,87.86,245918.0
ITL3,TLD44,Lancaster and Wyre,2013,24.43,86.73,246192.0
ITL3,TLD44,Lancaster and Wyre,2014,25.67,81.9,246234.0
ITL3,TLD44,Lancaster and Wyre,2015,27.03,95.51,246563.0
ITL3,TLD44,Lancaster and Wyre,2016,28.31,104.89,247146.0
ITL3,TLD44,Lancaster and Wyre,2017,29.05,92.06,247385.0
ITL3,TLD44,Lancaster and Wyre,2018,30.65,98.33,248014.0
ITL3,TLD44,Lancaster and Wyre,2019,32.54,101.9,249339.0
ITL3,TLD44,Lancaster and Wyre,2020,34.65,117.04,251290.0
ITL3,TLD44,Lancaster and Wyre,2021,35.77,108.41,254785.0
ITL3,TLD44,Lancaster and Wyre,2022,36.57,100.0,259485.0
ITL3,TLD44,Lancaster and Wyre,2023,37.07,107.4,262553.0
ITL3,TLD45,Mid Lancashire,2008,28.67,93.38,378661.0
ITL3,TLD45,Mid Lancashire,2009,28.53,88.34,379010.0
ITL3,TLD45,Mid Lancashire,2010,28.51,86.55,380505.0
ITL3,TLD45,Mid Lancashire,2011,28.75,86.4,382625.0
ITL3,TLD45,Mid Lancashire,2012,29.31,90.51,382505.0
ITL3,TLD45,Mid Lancashire,2013,29.91,88.15,383163.0
ITL3,TLD45,Mid Lancashire,2014,30.72,85.35,384333.0
ITL3,TLD45,Mid Lancashire,2015,32.24,91.17,385898.0
ITL3,TLD45,Mid Lancashire,2016,33.79,96.51,387218.0
ITL3,TLD45,Mid Lancashire,2017,34.82,102.95,389571.0
ITL3,TLD45,Mid Lancashire,2018,35.06,93.44,391394.0
ITL3,TLD45,Mid Lancashire,2019,35.76,89.8,394856.0
ITL3,TLD45,Mid Lancashire,2020,37.34,96.16,397481.0
ITL3,TLD45,Mid Lancashire,2021,39.27,104.74,402604.0
ITL3,TLD45,Mid Lancashire,2022,40.54,100.0,410200.0
ITL3,TLD45,Mid Lancashire,2023,40.99,93.07,418278.0
ITL3,TLD46,East Lancashire,2008,24.28,87.51,324572.0
ITL3,TLD46,East Lancashire,2009,24.47,86.03,324796.0
ITL3,TLD46,East Lancashire,2010,24.78,87.55,324836.0
ITL3,TLD46,East Lancashire,2011,25.16,86.2,325210.0
ITL3,TLD46,East Lancashire,2012,25.8,90.5,325942.0
ITL3,TLD46,East Lancashire,2013,26.2,88.48,327336.0
ITL3,TLD46,East Lancashire,2014,26.62,91.08,329227.0
ITL3,TLD46,East Lancashire,2015,27.1,86.43,330738.0
ITL3,TLD46,East Lancashire,2016,27.87,90.73,333110.0
ITL3,TLD46,East Lancashire,2017,28.51,97.34,335444.0
ITL3,TLD46,East Lancashire,2018,28.78,90.45,338159.0
ITL3,TLD46,East Lancashire,2019,29.32,88.23,340683.0
ITL3,TLD46,East Lancashire,2020,30.59,88.68,341981.0
ITL3,TLD46,East Lancashire,2021,32.99,100.43,343832.0
ITL3,TLD46,East Lancashire,2022,35.17,100.0,346254.0
ITL3,TLD46,East Lancashire,2023,36.59,104.76,349276.0
ITL3,TLD47,Chorley and West Lancashire,2008,22.98,87.23,216062.0
ITL3,TLD47,Chorley and West Lancashire,2009,23.13,77.2,216265.0
ITL3,TLD47,Chorley and West Lancashire,2010,23.15,77.89,217206.0
ITL3,TLD47,Chorley and West Lancashire,2011,23.12,79.82,218208.0
ITL3,TLD47,Chorley and West Lancashire,2012,23.27,76.84,219956.0
ITL3,TLD47,Chorley and West Lancashire,2013,23.63,77.73,221895.0
ITL3,TLD47,Chorley and West Lancashire,2014,24.22,76.79,223718.0
ITL3,TLD47,Chorley and West Lancashire,2015,25.53,80.41,225954.0
ITL3,TLD47,Chorley and West Lancashire,2016,26.9,82.23,227836.0
ITL3,TLD47,Chorley and West Lancashire,2017,28.35,92.2,230020.0
ITL3,TLD47,Chorley and West Lancashire,2018,29.31,83.91,231105.0
ITL3,TLD47,Chorley and West Lancashire,2019,30.82,87.18,232506.0
ITL3,TLD47,Chorley and West Lancashire,2020,32.86,88.16,233376.0
ITL3,TLD47,Chorley and West Lancashire,2021,35.21,98.89,235007.0
ITL3,TLD47,Chorley and West Lancashire,2022,36.82,100.0,237983.0
ITL3,TLD47,Chorley and West Lancashire,2023,37.49,89.75,240055.0
ITL3,TLD61,Warrington,2008,28.36,81.22,198187.0
ITL3,TLD61,Warrington,2009,28.23,79.49,200057.0
ITL3,TLD61,Warrington,2010,27.96,80.11,201309.0
ITL3,TLD61,Warrington,2011,27.83,79.28,202709.0
ITL3,TLD61,Warrington,2012,28.11,83.49,203914.0
ITL3,TLD61,Warrington,2013,28.48,78.57,205905.0
ITL3,TLD61,Warrington,2014,29.0,83.97,208056.0
ITL3,TLD61,Warrington,2015,29.66,85.98,209575.0
ITL3,TLD61,Warrington,2016,30.56,81.09,210873.0
ITL3,TLD61,Warrington,2017,31.9,92.54,212137.0
ITL3,TLD61,Warrington,2018,33.23,92.8,212008.0
ITL3,TLD61,Warrington,2019,34.45,91.51,212245.0
ITL3,TLD61,Warrington,2020,35.8,94.97,211627.0
ITL3,TLD61,Warrington,2021,36.77,95.18,211182.0
ITL3,TLD61,Warrington,2022,37.6,100.0,211797.0
ITL3,TLD61,Warrington,2023,37.73,83.23,212389.0
ITL3,TLD62,Cheshire East,2008,33.5,97.35,367160.0
ITL3,TLD62,Cheshire East,2009,33.5,89.44,368023.0
ITL3,TLD62,Cheshire East,2010,34.07,91.8,369051.0
ITL3,TLD62,Cheshire East,2011,34.98,97.9,370736.0
ITL3,TLD62,Cheshire East,2012,35.81,98.52,372501.0
ITL3,TLD62,Cheshire East,2013,36.28,95.67,373956.0
ITL3,TLD62,Cheshire East,2014,36.86,99.13,376574.0
ITL3,TLD62,Cheshire East,2015,37.47,96.2,378511.0
ITL3,TLD62,Cheshire East,2016,38.45,95.92,381414.0
ITL3,TLD62,Cheshire East,2017,39.11,94.18,384221.0
ITL3,TLD62,Cheshire East,2018,40.14,95.45,386891.0
ITL3,TLD62,Cheshire East,2019,41.17,91.77,390556.0
ITL3,TLD62,Cheshire East,2020,42.97,99.43,393203.0
ITL3,TLD62,Cheshire East,2021,44.81,99.98,400474.0
ITL3,TLD62,Cheshire East,2022,46.54,100.0,406587.0
ITL3,TLD62,Cheshire East,2023,47.43,96.97,412458.0
ITL3,TLD63,Cheshire West and Chester,2008,31.22,102.62,329353.0
ITL3,TLD63,Cheshire West and Chester,2009,32.45,102.09,329116.0
ITL3,TLD63,Cheshire West and Chester,2010,33.4,102.49,329553.0
ITL3,TLD63,Cheshire West and Chester,2011,34.13,103.09,329526.0
ITL3,TLD63,Cheshire West and Chester,2012,34.48,101.22,331231.0
ITL3,TLD63,Cheshire West and Chester,2013,34.37,103.03,333476.0
ITL3,TLD63,Cheshire West and Chester,2014,33.93,99.85,336437.0
ITL3,TLD63,Cheshire West and Chester,2015,33.69,87.54,339181.0
ITL3,TLD63,Cheshire West and Chester,2016,34.34,97.23,342424.0
ITL3,TLD63,Cheshire West and Chester,2017,35.3,98.36,346040.0
ITL3,TLD63,Cheshire West and Chester,2018,36.57,97.23,350076.0
ITL3,TLD63,Cheshire West and Chester,2019,38.17,93.99,353362.0
ITL3,TLD63,Cheshire West and Chester,2020,40.45,99.03,354738.0
ITL3,TLD63,Cheshire West and Chester,2021,43.6,107.58,357730.0
ITL3,TLD63,Cheshire West and Chester,2022,46.17,100.0,361799.0
ITL3,TLD63,Cheshire West and Chester,2023,47.88,110.29,365061.0
ITL3,TLD71,East Merseyside,2008,28.27,97.98,445835.0
ITL3,TLD71,East Merseyside,2009,29.04,97.62,445978.0
ITL3,TLD71,East Merseyside,2010,29.23,99.44,446403.0
ITL3,TLD71,East Merseyside,2011,29.17,97.37,447030.0
ITL3,TLD71,East Merseyside,2012,29.06,88.96,448037.0
ITL3,TLD71,East Merseyside,2013,29.73,99.85,448710.0
ITL3,TLD71,East Merseyside,2014,30.22,97.31,450682.0
ITL3,TLD71,East Merseyside,2015,30.86,102.12,452060.0
ITL3,TLD71,East Merseyside,2016,31.09,94.84,454008.0
ITL3,TLD71,East Merseyside,2017,31.47,99.29,455755.0
ITL3,TLD71,East Merseyside,2018,31.87,100.36,458852.0
ITL3,TLD71,East Merseyside,2019,32.41,93.97,461790.0
ITL3,TLD71,East Merseyside,2020,33.47,95.79,464018.0
ITL3,TLD71,East Merseyside,2021,35.28,100.45,466942.0
ITL3,TLD71,East Merseyside,2022,37.21,100.0,470843.0
ITL3,TLD71,East Merseyside,2023,38.53,106.5,474812.0
ITL3,TLD72,Liverpool,2008,27.6,102.53,454468.0
ITL3,TLD72,Liverpool,2009,28.66,104.98,457523.0
ITL3,TLD72,Liverpool,2010,29.48,108.56,461403.0
ITL3,TLD72,Liverpool,2011,29.89,108.58,465656.0
ITL3,TLD72,Liverpool,2012,29.84,105.12,465365.0
ITL3,TLD72,Liverpool,2013,29.74,102.93,465815.0
ITL3,TLD72,Liverpool,2014,29.8,101.45,465745.0
ITL3,TLD72,Liverpool,2015,30.04,100.85,469953.0
ITL3,TLD72,Liverpool,2016,30.33,100.44,475486.0
ITL3,TLD72,Liverpool,2017,30.48,98.89,479801.0
ITL3,TLD72,Liverpool,2018,31.1,97.7,483598.0
ITL3,TLD72,Liverpool,2019,32.23,95.04,484687.0
ITL3,TLD72,Liverpool,2020,33.94,100.84,483348.0
ITL3,TLD72,Liverpool,2021,35.59,104.95,485022.0
ITL3,TLD72,Liverpool,2022,36.81,100.0,495849.0
ITL3,TLD72,Liverpool,2023,37.48,104.55,503740.0
ITL3,TLD73,Sefton,2008,23.16,80.99,274735.0
ITL3,TLD73,Sefton,2009,24.28,91.71,274153.0
ITL3,TLD73,Sefton,2010,24.54,87.08,273820.0
ITL3,TLD73,Sefton,2011,24.34,82.62,273969.0
ITL3,TLD73,Sefton,2012,24.1,80.59,273979.0
ITL3,TLD73,Sefton,2013,24.59,82.21,273814.0
ITL3,TLD73,Sefton,2014,25.42,81.25,275143.0
ITL3,TLD73,Sefton,2015,26.54,89.16,275546.0
ITL3,TLD73,Sefton,2016,27.51,86.03,276707.0
ITL3,TLD73,Sefton,2017,28.3,87.85,276962.0
ITL3,TLD73,Sefton,2018,29.41,92.32,277890.0
ITL3,TLD73,Sefton,2019,30.42,83.53,278908.0
ITL3,TLD73,Sefton,2020,32.49,92.8,278621.0
ITL3,TLD73,Sefton,2021,34.01,87.81,279693.0
ITL3,TLD73,Sefton,2022,35.71,100.0,281039.0
ITL3,TLD73,Sefton,2023,36.2,84.78,282745.0
ITL3,TLD74,Wirral,2008,25.56,100.6,316711.0
ITL3,TLD74,Wirral,2009,25.79,101.97,317771.0
ITL3,TLD74,Wirral,2010,26.02,100.59,319078.0
ITL3,TLD74,Wirral,2011,26.46,102.85,319837.0
ITL3,TLD74,Wirral,2012,26.71,103.18,319971.0
ITL3,TLD74,Wirral,2013,26.84,100.69,319965.0
ITL3,TLD74,Wirral,2014,27.14,98.44,320917.0
ITL3,TLD74,Wirral,2015,27.49,99.45,320714.0
ITL3,TLD74,Wirral,2016,28.02,106.51,320914.0
ITL3,TLD74,Wirral,2017,28.29,95.59,321020.0
ITL3,TLD74,Wirral,2018,29.22,100.9,320643.0
ITL3,TLD74,Wirral,2019,30.68,100.63,320732.0
ITL3,TLD74,Wirral,2020,32.48,102.41,320249.0
ITL3,TLD74,Wirral,2021,34.23,112.5,320631.0
ITL3,TLD74,Wirral,2022,35.29,100.0,322439.0
ITL3,TLD74,Wirral,2023,36.01,108.71,324852.0
ITL3,TLE11,"Kingston upon Hull, City of",2008,27.18,119.44,256746.0
ITL3,TLE11,"Kingston upon Hull, City of",2009,27.61,110.71,256079.0
ITL3,TLE11,"Kingston upon Hull, City of",2010,26.97,106.59,256174.0
ITL3,TLE11,"Kingston upon Hull, City of",2011,25.82,95.0,256123.0
ITL3,TLE11,"Kingston upon Hull, City of",2012,25.33,95.19,258085.0
ITL3,TLE11,"Kingston upon Hull, City of",2013,25.71,95.71,259094.0
ITL3,TLE11,"Kingston upon Hull, City of",2014,26.61,98.2,260896.0
ITL3,TLE11,"Kingston upon Hull, City of",2015,27.56,106.73,262711.0
ITL3,TLE11,"Kingston upon Hull, City of",2016,27.99,100.0,265338.0
ITL3,TLE11,"Kingston upon Hull, City of",2017,28.27,100.5,267566.0
ITL3,TLE11,"Kingston upon Hull, City of",2018,28.27,98.2,268223.0
ITL3,TLE11,"Kingston upon Hull, City of",2019,28.79,98.88,268749.0
ITL3,TLE11,"Kingston upon Hull, City of",2020,29.56,89.87,267591.0
ITL3,TLE11,"Kingston upon Hull, City of",2021,31.34,105.26,266516.0
ITL3,TLE11,"Kingston upon Hull, City of",2022,32.86,100.0,268677.0
ITL3,TLE11,"Kingston upon Hull, City of",2023,34.02,105.03,271942.0
ITL3,TLE12,East Riding of Yorkshire,2008,27.98,93.39,332464.0
ITL3,TLE12,East Riding of Yorkshire,2009,27.17,83.49,332748.0
ITL3,TLE12,East Riding of Yorkshire,2010,26.59,80.6,333599.0
ITL3,TLE12,East Riding of Yorkshire,2011,26.42,76.97,334673.0
ITL3,TLE12,East Riding of Yorkshire,2012,26.93,83.97,334972.0
ITL3,TLE12,East Riding of Yorkshire,2013,27.59,82.6,334572.0
ITL3,TLE12,East Riding of Yorkshire,2014,28.27,78.9,335625.0
ITL3,TLE12,East Riding of Yorkshire,2015,29.13,87.52,334735.0
ITL3,TLE12,East Riding of Yorkshire,2016,29.78,85.66,336323.0
ITL3,TLE12,East Riding of Yorkshire,2017,30.37,84.56,336697.0
ITL3,TLE12,East Riding of Yorkshire,2018,31.22,83.1,337192.0
ITL3,TLE12,East Riding of Yorkshire,2019,33.04,85.28,338944.0
ITL3,TLE12,East Riding of Yorkshire,2020,35.79,92.2,341050.0
ITL3,TLE12,East Riding of Yorkshire,2021,38.42,101.38,343145.0
ITL3,TLE12,East Riding of Yorkshire,2022,40.15,100.0,346316.0
ITL3,TLE12,East Riding of Yorkshire,2023,40.77,89.62,350119.0
ITL3,TLE13,North and North East Lincolnshire,2008,26.42,85.53,323227.0
ITL3,TLE13,North and North East Lincolnshire,2009,26.5,84.89,324261.0
ITL3,TLE13,North and North East Lincolnshire,2010,26.32,82.09,325490.0
ITL3,TLE13,North and North East Lincolnshire,2011,26.14,73.79,327251.0
ITL3,TLE13,North and North East Lincolnshire,2012,26.69,80.85,327382.0
ITL3,TLE13,North and North East Lincolnshire,2013,27.57,83.91,327765.0
ITL3,TLE13,North and North East Lincolnshire,2014,28.43,83.96,328236.0
ITL3,TLE13,North and North East Lincolnshire,2015,29.22,87.79,328352.0
ITL3,TLE13,North and North East Lincolnshire,2016,29.66,88.85,329051.0
ITL3,TLE13,North and North East Lincolnshire,2017,30.33,89.32,329315.0
ITL3,TLE13,North and North East Lincolnshire,2018,31.06,85.48,328844.0
ITL3,TLE13,North and North East Lincolnshire,2019,32.53,87.17,328240.0
ITL3,TLE13,North and North East Lincolnshire,2020,34.48,87.7,327347.0
ITL3,TLE13,North and North East Lincolnshire,2021,37.01,95.35,327117.0
ITL3,TLE13,North and North East Lincolnshire,2022,39.22,100.0,327830.0
ITL3,TLE13,North and North East Lincolnshire,2023,40.57,98.94,328422.0
ITL3,TLE21,York,2008,31.39,97.61,190768.0
ITL3,TLE21,York,2009,30.92,91.08,192398.0
ITL3,TLE21,York,2010,30.41,87.92,195070.0
ITL3,TLE21,York,2011,30.25,85.09,197783.0
ITL3,TLE21,York,2012,30.69,87.98,199157.0
ITL3,TLE21,York,2013,31.46,88.34,201168.0
ITL3,TLE21,York,2014,32.44,87.5,202206.0
ITL3,TLE21,York,2015,33.62,90.49,203212.0
ITL3,TLE21,York,2016,34.64,93.45,202892.0
ITL3,TLE21,York,2017,35.35,94.21,203546.0
ITL3,TLE21,York,2018,35.37,89.97,203906.0
ITL3,TLE21,York,2019,35.39,89.72,203877.0
ITL3,TLE21,York,2020,36.26,80.66,202169.0
ITL3,TLE21,York,2021,38.66,86.09,201851.0
ITL3,TLE21,York,2022,41.58,100.0,204115.0
ITL3,TLE21,York,2023,43.52,95.42,206780.0
ITL3,TLG13,Warwickshire CC,2008,26.61,86.93,539384.0
ITL3,TLG13,Warwickshire CC,2009,26.59,78.6,542131.0
ITL3,TLG13,Warwickshire CC,2010,27.27,84.12,544166.0
