level,code,name,year,GVA per Hour,Change in GVA per hour,Population
ITL3,TLF11,Derby,2014,32.62,109.59,255320.0
ITL3,TLF11,Derby,2015,32.31,105.76,257406.0
ITL3,TLF11,Derby,2016,32.21,107.99,259883.0
ITL3,TLF11,Derby,2017,31.98,100.87,261104.0
ITL3,TLF11,Derby,2018,32.61,102.89,262395.0
ITL3,TLF11,Derby,2019,33.73,96.59,263014.0
ITL3,TLF11,Derby,2020,35.53,112.73,261999.0
ITL3,TLF11,Derby,2021,36.87,113.57,261260.0
ITL3,TLF11,Derby,2022,37.67,100.0,263620.0
ITL3,TLF11,Derby,2023,38.02,106.86,266460.0
ITL3,TLF12,East Derbyshire,2008,24.86,93.88,275928.0
ITL3,TLF12,East Derbyshire,2009,24.96,93.18,276735.0
ITL3,TLF12,East Derbyshire,2010,24.54,86.51,277940.0
ITL3,TLF12,East Derbyshire,2011,24.17,85.7,278917.0
ITL3,TLF12,East Derbyshire,2012,24.54,79.98,279660.0
ITL3,TLF12,East Derbyshire,2013,25.75,91.52,280004.0
ITL3,TLF12,East Derbyshire,2014,27.19,98.98,280442.0
ITL3,TLF12,East Derbyshire,2015,28.25,90.38,281213.0
ITL3,TLF12,East Derbyshire,2016,29.32,100.67,281972.0
ITL3,TLF12,East Derbyshire,2017,30.09,97.08,282577.0
ITL3,TLF12,East Derbyshire,2018,31.45,97.05,282722.0
ITL3,TLF12,East Derbyshire,2019,33.19,97.04,283703.0
ITL3,TLF12,East Derbyshire,2020,35.35,103.83,284386.0
ITL3,TLF12,East Derbyshire,2021,36.94,109.72,286440.0
ITL3,TLF12,East Derbyshire,2022,37.63,100.0,289442.0
ITL3,TLF12,East Derbyshire,2023,37.75,94.89,292747.0
ITL3,TLF13,South and West Derbyshire,2008,23.09,90.12,485310.0
ITL3,TLF13,South and West Derbyshire,2009,23.65,89.44,487582.0
ITL3,TLF13,South and West Derbyshire,2010,24.12,92.68,490008.0
ITL3,TLF13,South and West Derbyshire,2011,24.62,91.24,491771.0
ITL3,TLF13,South and West Derbyshire,2012,25.5,89.5,492930.0
ITL3,TLF13,South and West Derbyshire,2013,26.69,99.82,493998.0
ITL3,TLF13,South and West Derbyshire,2014,28.04,102.68,495884.0
ITL3,TLF13,South and West Derbyshire,2015,28.98,97.18,496160.0
ITL3,TLF13,South and West Derbyshire,2016,29.69,108.08,497985.0
ITL3,TLF13,South and West Derbyshire,2017,29.87,96.58,500305.0
ITL3,TLF13,South and West Derbyshire,2018,30.73,95.29,502204.0
ITL3,TLF13,South and West Derbyshire,2019,32.43,98.73,505177.0
ITL3,TLF13,South and West Derbyshire,2020,34.58,109.4,506447.0
ITL3,TLF13,South and West Derbyshire,2021,36.34,118.39,510270.0
ITL3,TLF13,South and West Derbyshire,2022,36.94,100.0,514013.0
ITL3,TLF13,South and West Derbyshire,2023,37.19,102.91,518702.0
ITL3,TLF14,Nottingham,2008,24.55,104.93,290783.0
ITL3,TLF14,Nottingham,2009,25.01,101.07,294808.0
ITL3,TLF14,Nottingham,2010,25.21,96.52,299753.0
ITL3,TLF14,Nottingham,2011,25.37,104.56,303899.0
ITL3,TLF14,Nottingham,2012,25.51,101.62,307436.0
ITL3,TLF14,Nottingham,2013,25.5,91.31,308681.0
ITL3,TLF14,Nottingham,2014,25.66,98.85,310339.0
ITL3,TLF14,Nottingham,2015,26.13,94.08,313265.0
ITL3,TLF14,Nottingham,2016,27.25,93.33,317625.0
ITL3,TLF14,Nottingham,2017,28.86,107.84,320378.0
ITL3,TLF14,Nottingham,2018,30.46,107.87,322323.0
ITL3,TLF14,Nottingham,2019,31.46,108.56,323160.0
ITL3,TLF14,Nottingham,2020,31.87,103.56,322822.0
ITL3,TLF14,Nottingham,2021,32.33,98.0,319978.0
ITL3,TLF14,Nottingham,2022,33.14,100.0,327424.0
ITL3,TLF14,Nottingham,2023,33.88,104.88,329276.0
ITL3,TLF15,North Nottinghamshire,2008,22.82,101.95,445655.0
ITL3,TLF15,North Nottinghamshire,2009,23.23,95.52,448063.0
ITL3,TLF15,North Nottinghamshire,2010,24.05,101.97,450206.0
ITL3,TLF15,North Nottinghamshire,2011,24.81,105.86,452058.0
ITL3,TLF15,North Nottinghamshire,2012,25.42,110.65,454006.0
ITL3,TLF15,North Nottinghamshire,2013,25.48,106.54,457370.0
ITL3,TLF15,North Nottinghamshire,2014,25.37,100.95,460377.0
ITL3,TLF15,North Nottinghamshire,2015,25.41,102.88,463266.0
ITL3,TLF15,North Nottinghamshire,2016,25.76,104.45,467208.0
ITL3,TLF15,North Nottinghamshire,2017,26.11,101.66,471083.0
ITL3,TLF15,North Nottinghamshire,2018,26.88,105.29,473259.0
ITL3,TLF15,North Nottinghamshire,2019,27.69,98.89,474867.0
ITL3,TLF15,North Nottinghamshire,2020,28.83,109.82,475550.0
ITL3,TLF15,North Nottinghamshire,2021,29.74,107.18,478627.0
ITL3,TLF15,North Nottinghamshire,2022,30.57,100.0,483212.0
ITL3,TLF15,North Nottinghamshire,2023,31.06,105.7,488905.0
ITL3,TLF16,South Nottinghamshire,2008,25.85,97.5,330416.0
ITL3,TLF16,South Nottinghamshire,2009,26.47,90.89,332042.0
ITL3,TLF16,South Nottinghamshire,2010,27.5,98.21,333439.0
ITL3,TLF16,South Nottinghamshire,2011,28.66,101.36,334738.0
ITL3,TLF16,South Nottinghamshire,2012,29.8,108.93,335605.0
ITL3,TLF16,South Nottinghamshire,2013,30.25,107.36,337749.0
ITL3,TLF16,South Nottinghamshire,2014,30.18,100.09,338990.0
ITL3,TLF16,South Nottinghamshire,2015,29.88,101.74,339384.0
ITL3,TLF16,South Nottinghamshire,2016,29.93,99.37,340214.0
ITL3,TLF16,South Nottinghamshire,2017,30.83,92.43,341250.0
ITL3,TLF16,South Nottinghamshire,2018,33.2,103.79,343490.0
ITL3,TLF16,South Nottinghamshire,2019,35.77,113.78,345033.0
ITL3,TLF16,South Nottinghamshire,2020,37.51,119.14,346568.0
ITL3,TLF16,South Nottinghamshire,2021,38.28,108.92,347505.0
ITL3,TLF16,South Nottinghamshire,2022,38.84,100.0,351842.0
ITL3,TLF16,South Nottinghamshire,2023,39.52,113.75,355589.0
ITL3,TLF21,Leicester,2008,22.79,88.04,315473.0
ITL3,TLF21,Leicester,2009,23.61,85.67,319708.0
ITL3,TLF21,Leicester,2010,24.42,91.33,324912.0
ITL3,TLF21,Leicester,2011,25.0,89.45,329627.0
ITL3,TLF21,Leicester,2012,25.78,93.06,334099.0
ITL3,TLF21,Leicester,2013,26.37,93.28,338852.0
ITL3,TLF21,Leicester,2014,26.8,96.73,342917.0
ITL3,TLF21,Leicester,2015,26.81,91.65,349853.0
ITL3,TLF21,Leicester,2016,27.26,87.94,356789.0
ITL3,TLF21,Leicester,2017,28.31,90.74,361895.0
ITL3,TLF21,Leicester,2018,30.03,102.78,367094.0
ITL3,TLF21,Leicester,2019,31.64,99.58,369776.0
ITL3,TLF21,Leicester,2020,33.06,95.43,368922.0
ITL3,TLF21,Leicester,2021,34.24,106.45,366940.0
ITL3,TLF21,Leicester,2022,35.05,100.0,372495.0
ITL3,TLF21,Leicester,2023,35.47,96.74,379780.0
ITL3,TLF22,Leicestershire CC and Rutland,2008,26.81,101.45,676714.0
ITL3,TLF22,Leicestershire CC and Rutland,2009,27.54,99.95,679672.0
ITL3,TLF22,Leicestershire CC and Rutland,2010,28.1,107.26,683962.0
ITL3,TLF22,Leicestershire CC and Rutland,2011,28.39,103.19,688760.0
ITL3,TLF22,Leicestershire CC and Rutland,2012,28.84,103.7,692212.0
ITL3,TLF22,Leicestershire CC and Rutland,2013,29.32,103.86,696714.0
ITL3,TLF22,Leicestershire CC and Rutland,2014,29.94,105.64,703706.0
ITL3,TLF22,Leicestershire CC and Rutland,2015,30.48,103.07,709553.0
ITL3,TLF22,Leicestershire CC and Rutland,2016,31.02,103.12,717132.0
ITL3,TLF22,Leicestershire CC and Rutland,2017,31.67,105.23,727287.0
ITL3,TLF22,Leicestershire CC and Rutland,2018,32.32,102.54,735143.0
ITL3,TLF22,Leicestershire CC and Rutland,2019,32.93,104.07,740992.0
ITL3,TLF22,Leicestershire CC and Rutland,2020,33.47,101.17,746169.0
ITL3,TLF22,Leicestershire CC and Rutland,2021,34.41,99.97,753974.0
ITL3,TLF22,Leicestershire CC and Rutland,2022,35.51,100.0,764165.0
ITL3,TLF22,Leicestershire CC and Rutland,2023,36.38,101.61,774658.0
ITL3,TLF24,West Northamptonshire,2008,24.47,92.9,368454.0
ITL3,TLF24,West Northamptonshire,2009,24.83,89.31,371268.0
ITL3,TLF24,West Northamptonshire,2010,25.09,85.71,373456.0
ITL3,TLF24,West Northamptonshire,2011,25.76,94.84,376008.0
ITL3,TLF24,West Northamptonshire,2012,26.35,89.08,380827.0
ITL3,TLF24,West Northamptonshire,2013,27.26,95.9,385699.0
ITL3,TLF24,West Northamptonshire,2014,27.83,92.84,391024.0
ITL3,TLF24,West Northamptonshire,2015,28.44,94.74,397939.0
ITL3,TLF24,West Northamptonshire,2016,29.15,93.61,405019.0
ITL3,TLF24,West Northamptonshire,2017,30.13,91.84,411732.0
ITL3,TLF24,West Northamptonshire,2018,31.65,101.46,417242.0
ITL3,TLF24,West Northamptonshire,2019,32.76,96.14,422168.0
ITL3,TLF24,West Northamptonshire,2020,34.11,98.52,422559.0
ITL3,TLF24,West Northamptonshire,2021,35.41,94.02,426707.0
ITL3,TLF24,West Northamptonshire,2022,37.12,100.0,429511.0
ITL3,TLF24,West Northamptonshire,2023,38.21,100.43,434349.0
ITL3,TLF25,North Northamptonshire,2008,23.64,107.26,309747.0
ITL3,TLF25,North Northamptonshire,2009,23.77,102.4,312196.0
ITL3,TLF25,North Northamptonshire,2010,23.68,100.73,314555.0
ITL3,TLF25,North Northamptonshire,2011,23.26,92.16,317959.0
ITL3,TLF25,North Northamptonshire,2012,23.53,98.48,322316.0
ITL3,TLF25,North Northamptonshire,2013,24.11,95.51,325788.0
ITL3,TLF25,North Northamptonshire,2014,24.7,102.5,330649.0
ITL3,TLF25,North Northamptonshire,2015,24.93,103.38,335250.0
ITL3,TLF25,North Northamptonshire,2016,24.86,89.87,341647.0
ITL3,TLF25,North Northamptonshire,2017,25.05,97.45,347704.0
ITL3,TLF25,North Northamptonshire,2018,25.58,96.18,351998.0
ITL3,TLF25,North Northamptonshire,2019,26.66,90.71,354848.0
ITL3,TLF25,North Northamptonshire,2020,28.19,98.14,356437.0
ITL3,TLF25,North Northamptonshire,2021,29.8,104.19,360418.0
ITL3,TLF25,North Northamptonshire,2022,31.02,100.0,363244.0
ITL3,TLF25,North Northamptonshire,2023,31.57,97.24,367991.0
ITL3,TLF30,Lincolnshire CC,2008,22.93,90.21,700780.0
ITL3,TLF30,Lincolnshire CC,2009,23.19,88.2,705599.0
ITL3,TLF30,Lincolnshire CC,2010,23.49,88.42,711805.0
ITL3,TLF30,Lincolnshire CC,2011,23.95,86.03,714768.0
ITL3,TLF30,Lincolnshire CC,2012,24.9,91.4,719807.0
ITL3,TLF30,Lincolnshire CC,2013,25.85,95.64,725901.0
ITL3,TLF30,Lincolnshire CC,2014,26.45,96.39,732981.0
ITL3,TLF30,Lincolnshire CC,2015,26.67,92.55,738351.0
ITL3,TLF30,Lincolnshire CC,2016,27.06,91.43,746141.0
ITL3,TLF30,Lincolnshire CC,2017,27.91,92.99,753031.0
ITL3,TLF30,Lincolnshire CC,2018,29.31,96.97,757281.0
ITL3,TLF30,Lincolnshire CC,2019,30.85,98.82,761263.0
ITL3,TLF30,Lincolnshire CC,2020,32.38,99.98,763610.0
ITL3,TLF30,Lincolnshire CC,2021,33.62,102.09,769440.0
ITL3,TLF30,Lincolnshire CC,2022,34.52,100.0,775864.0
ITL3,TLF30,Lincolnshire CC,2023,34.98,96.66,782808.0
ITL3,TLG11,"Herefordshire, County of",2008,19.75,79.18,181791.0
ITL3,TLG11,"Herefordshire, County of",2009,19.78,74.82,182367.0
ITL3,TLG11,"Herefordshire, County of",2010,20.09,77.24,182865.0
ITL3,TLG11,"Herefordshire, County of",2011,20.5,84.77,183619.0
ITL3,TLG11,"Herefordshire, County of",2012,20.84,77.86,184208.0
ITL3,TLG11,"Herefordshire, County of",2013,21.3,77.35,184748.0
ITL3,TLG11,"Herefordshire, County of",2014,21.88,85.3,185523.0
ITL3,TLG11,"Herefordshire, County of",2015,22.37,83.67,185778.0
ITL3,TLG11,"Herefordshire, County of",2016,22.7,81.82,186225.0
ITL3,TLG11,"Herefordshire, County of",2017,23.12,82.0,186687.0
ITL3,TLG11,"Herefordshire, County of",2018,24.04,82.09,186511.0
ITL3,TLG11,"Herefordshire, County of",2019,25.43,87.08,186373.0
ITL3,TLG11,"Herefordshire, County of",2020,27.27,90.41,185886.0
ITL3,TLG11,"Herefordshire, County of",2021,29.51,93.04,187522.0
ITL3,TLG11,"Herefordshire, County of",2022,31.61,100.0,188696.0
ITL3,TLG11,"Herefordshire, County of",2023,32.93,103.4,189890.0
ITL3,TLG12,Worcestershire CC,2008,24.15,83.56,560790.0
ITL3,TLG12,Worcestershire CC,2009,24.89,86.78,562296.0
ITL3,TLG12,Worcestershire CC,2010,25.45,87.58,564080.0
ITL3,TLG12,Worcestershire CC,2011,26.33,89.55,566557.0
ITL3,TLG12,Worcestershire CC,2012,27.35,88.87,570119.0
ITL3,TLG12,Worcestershire CC,2013,28.63,96.9,573870.0
ITL3,TLG12,Worcestershire CC,2014,29.28,95.43,578732.0
ITL3,TLG12,Worcestershire CC,2015,29.48,96.62,582465.0
ITL3,TLG12,Worcestershire CC,2016,29.32,90.25,587962.0
ITL3,TLG12,Worcestershire CC,2017,29.59,91.24,592040.0
ITL3,TLG12,Worcestershire CC,2018,30.56,93.6,594992.0
ITL3,TLG12,Worcestershire CC,2019,31.92,94.09,598250.0
ITL3,TLG12,Worcestershire CC,2020,33.55,101.61,599819.0
ITL3,TLG12,Worcestershire CC,2021,35.36,99.41,604902.0
ITL3,TLG12,Worcestershire CC,2022,37.17,100.0,609323.0
ITL3,TLG12,Worcestershire CC,2023,38.4,107.6,614185.0
ITL3,TLL53,Gwent Valleys,2008,22.31,93.58,337173.0
ITL3,TLL53,Gwent Valleys,2009,22.7,87.01,338208.0
ITL3,TLL53,Gwent Valleys,2010,23.42,88.49,338959.0
ITL3,TLL53,Gwent Valleys,2011,24.28,95.54,339784.0
ITL3,TLL53,Gwent Valleys,2012,25.07,96.87,339351.0
ITL3,TLL53,Gwent Valleys,2013,25.61,95.2,338264.0
ITL3,TLL53,Gwent Valleys,2014,26.04,95.94,338116.0
ITL3,TLL53,Gwent Valleys,2015,26.64,97.83,337508.0
ITL3,TLL53,Gwent Valleys,2016,27.43,95.69,336878.0
ITL3,TLL53,Gwent Valleys,2017,28.49,99.43,336077.0
ITL3,TLL53,Gwent Valleys,2018,29.68,103.56,335973.0
ITL3,TLL53,Gwent Valleys,2019,30.66,104.19,335802.0
ITL3,TLL53,Gwent Valleys,2020,31.38,104.67,336361.0
ITL3,TLL53,Gwent Valleys,2021,32.14,102.11,335442.0
ITL3,TLL53,Gwent Valleys,2022,33.0,100.0,335954.0
ITL3,TLL53,Gwent Valleys,2023,33.7,103.56,337212.0
ITL3,TLL54,Monmouthshire and Newport,2008,24.1,82.57,232853.0
ITL3,TLL54,Monmouthshire and Newport,2009,24.56,82.84,234310.0
ITL3,TLL54,Monmouthshire and Newport,2010,25.05,83.53,235819.0
ITL3,TLL54,Monmouthshire and Newport,2011,25.87,85.91,237293.0
ITL3,TLL54,Monmouthshire and Newport,2012,26.76,88.82,238383.0
ITL3,TLL54,Monmouthshire and Newport,2013,27.63,92.61,239408.0
ITL3,TLL54,Monmouthshire and Newport,2014,28.17,90.88,240014.0
ITL3,TLL54,Monmouthshire and Newport,2015,28.55,93.07,240815.0
ITL3,TLL54,Monmouthshire and Newport,2016,28.74,91.21,242950.0
ITL3,TLL54,Monmouthshire and Newport,2017,29.21,90.92,245025.0
ITL3,TLL54,Monmouthshire and Newport,2018,30.26,90.27,247056.0
ITL3,TLL54,Monmouthshire and Newport,2019,31.61,94.3,248503.0
ITL3,TLL54,Monmouthshire and Newport,2020,33.26,98.72,250894.0
ITL3,TLL54,Monmouthshire and Newport,2021,34.89,92.62,252850.0
ITL3,TLL54,Monmouthshire and Newport,2022,36.65,100.0,255550.0
ITL3,TLL54,Monmouthshire and Newport,2023,37.78,101.76,258200.0
ITL3,TLM01,Clackmannanshire and Fife,2008,26.54,92.85,411230.0
ITL3,TLM01,Clackmannanshire and Fife,2009,27.14,87.47,412710.0
ITL3,TLM01,Clackmannanshire and Fife,2010,27.8,93.44,413940.0
ITL3,TLM01,Clackmannanshire and Fife,2011,28.16,90.36,416800.0
ITL3,TLM01,Clackmannanshire and Fife,2012,28.78,95.59,417490.0
ITL3,TLM01,Clackmannanshire and Fife,2013,29.27,90.56,418180.0
ITL3,TLM01,Clackmannanshire and Fife,2014,30.03,93.02,418440.0
ITL3,TLM01,Clackmannanshire and Fife,2015,30.96,98.3,419440.0
ITL3,TLM01,Clackmannanshire and Fife,2016,32.04,94.69,421680.0
ITL3,TLM01,Clackmannanshire and Fife,2017,33.42,101.32,422860.0
ITL3,TLM01,Clackmannanshire and Fife,2018,35.13,105.57,423310.0
ITL3,TLM01,Clackmannanshire and Fife,2019,36.55,104.86,425090.0
ITL3,TLM01,Clackmannanshire and Fife,2020,37.52,110.41,425420.0
ITL3,TLM01,Clackmannanshire and Fife,2021,37.83,102.23,426270.0
ITL3,TLM01,Clackmannanshire and Fife,2022,38.24,100.0,423140.0
ITL3,TLM01,Clackmannanshire and Fife,2023,38.51,100.26,425150.0
ITL3,TLM02,"Perth and Kinross, and Stirling",2008,28.09,97.36,231670.0
ITL3,TLM02,"Perth and Kinross, and Stirling",2009,28.53,93.0,233060.0
ITL3,TLM02,"Perth and Kinross, and Stirling",2010,29.29,94.98,235150.0
ITL3,TLM02,"Perth and Kinross, and Stirling",2011,30.49,103.22,237180.0
ITL3,TLM02,"Perth and Kinross, and Stirling",2012,31.67,103.92,238750.0
ITL3,TLM02,"Perth and Kinross, and Stirling",2013,32.79,103.28,239000.0
ITL3,TLM02,"Perth and Kinross, and Stirling",2014,33.4,101.56,240450.0
ITL3,TLM02,"Perth and Kinross, and Stirling",2015,33.97,109.35,242760.0
ITL3,TLM02,"Perth and Kinross, and Stirling",2016,34.23,101.99,244430.0
ITL3,TLM02,"Perth and Kinross, and Stirling",2017,34.69,105.04,245100.0
ITL3,TLM02,"Perth and Kinross, and Stirling",2018,35.39,104.98,245620.0
ITL3,TLM02,"Perth and Kinross, and Stirling",2019,36.05,100.2,246160.0
ITL3,TLM02,"Perth and Kinross, and Stirling",2020,36.89,106.38,245990.0
ITL3,TLM02,"Perth and Kinross, and Stirling",2021,37.75,99.58,247280.0
ITL3,TLM02,"Perth and Kinross, and Stirling",2022,39.0,100.0,243740.0
ITL3,TLM02,"Perth and Kinross, and Stirling",2023,39.85,101.36,246110.0
ITL3,TLM03,Angus and Dundee City,2008,23.55,89.11,258780.0
ITL3,TLM03,Angus and Dundee City,2009,23.93,82.89,260000.0
ITL3,TLM03,Angus and Dundee City,2010,24.81,89.97,261470.0
ITL3,TLM03,Angus and Dundee City,2011,25.92,93.59,263400.0
ITL3,TLM03,Angus and Dundee City,2012,27.02,98.08,264000.0
ITL3,TLM03,Angus and Dundee City,2013,27.57,97.55,264390.0
ITL3,TLM03,Angus and Dundee City,2014,27.76,95.36,264870.0
ITL3,TLM03,Angus and Dundee City,2015,27.79,93.87,265110.0
ITL3,TLM03,Angus and Dundee City,2016,28.2,92.93,264790.0
ITL3,TLM03,Angus and Dundee City,2017,29.21,91.49,264990.0
ITL3,TLM03,Angus and Dundee City,2018,30.9,99.78,264790.0
ITL3,TLM03,Angus and Dundee City,2019,32.52,104.74,265520.0
ITL3,TLM03,Angus and Dundee City,2020,33.77,97.67,264640.0
ITL3,TLM03,Angus and Dundee City,2021,34.68,100.12,263840.0
ITL3,TLM03,Angus and Dundee City,2022,35.46,100.0,263140.0
ITL3,TLM03,Angus and Dundee City,2023,36.01,97.89,265210.0
ITL3,TLM11,East Lothian and Midlothian,2008,23.09,81.33,179030.0
ITL3,TLM11,East Lothian and Midlothian,2009,23.84,82.96,180240.0
ITL3,TLM11,East Lothian and Midlothian,2010,24.55,89.51,181500.0
ITL3,TLM11,East Lothian and Midlothian,2011,25.05,87.74,183370.0
ITL3,TLM11,East Lothian and Midlothian,2012,25.75,89.89,185100.0
ITL3,TLM11,East Lothian and Midlothian,2013,26.39,87.39,186100.0
ITL3,TLM11,East Lothian and Midlothian,2014,27.54,92.88,188310.0
ITL3,TLM11,East Lothian and Midlothian,2015,28.68,90.46,190440.0
ITL3,TLM11,East Lothian and Midlothian,2016,29.98,98.31,192700.0
ITL3,TLM11,East Lothian and Midlothian,2017,31.21,98.63,194930.0
ITL3,TLM11,East Lothian and Midlothian,2018,32.31,94.18,197130.0
ITL3,TLM11,East Lothian and Midlothian,2019,33.14,104.36,199550.0
ITL3,TLM11,East Lothian and Midlothian,2020,33.72,93.73,201050.0
ITL3,TLM11,East Lothian and Midlothian,2021,34.66,90.02,204260.0
ITL3,TLM11,East Lothian and Midlothian,2022,35.99,100.0,209500.0
ITL3,TLM11,East Lothian and Midlothian,2023,37.05,95.77,212000.0
ITL3,TLM12,Falkirk,2008,30.79,104.69,153290.0
ITL3,TLM12,Falkirk,2009,32.02,110.02,154210.0
ITL3,TLM12,Falkirk,2010,32.9,118.39,155130.0
ITL3,TLM12,Falkirk,2011,32.36,104.7,156250.0
ITL3,TLM12,Falkirk,2012,31.65,102.84,156800.0
ITL3,TLM12,Falkirk,2013,31.29,95.39,157160.0
ITL3,TLM12,Falkirk,2014,31.88,100.6,157690.0
ITL3,TLM12,Falkirk,2015,32.76,106.68,158460.0
ITL3,TLM12,Falkirk,2016,33.57,104.09,159380.0
ITL3,TLM12,Falkirk,2017,34.5,103.12,160130.0
ITL3,TLM12,Falkirk,2018,35.57,108.33,160340.0
ITL3,TLM12,Falkirk,2019,36.31,107.52,160890.0
ITL3,TLM12,Falkirk,2020,36.77,97.63,160560.0
ITL3,TLM12,Falkirk,2021,37.19,95.82,160700.0
ITL3,TLM12,Falkirk,2022,38.04,100.0,158450.0
ITL3,TLM12,Falkirk,2023,38.69,94.43,158620.0
ITL3,TLM13,City of Edinburgh,2008,32.17,80.59,458520.0
ITL3,TLM13,City of Edinburgh,2009,33.42,82.53,463230.0
ITL3,TLM13,City of Edinburgh,2010,34.06,84.4,469930.0
ITL3,TLM13,City of Edinburgh,2011,34.48,80.93,477940.0
ITL3,TLM13,City of Edinburgh,2012,35.13,78.52,482630.0
ITL3,TLM13,City of Edinburgh,2013,36.55,82.92,487460.0
ITL3,TLM13,City of Edinburgh,2014,38.31,86.55,492610.0
ITL3,TLM13,City of Edinburgh,2015,40.11,86.12,498810.0
ITL3,TLM13,City of Edinburgh,2016,41.79,89.7,507170.0
ITL3,TLM13,City of Edinburgh,2017,43.27,94.83,513210.0
ITL3,TLM13,City of Edinburgh,2018,44.3,92.8,518500.0
ITL3,TLM13,City of Edinburgh,2019,45.06,92.09,524930.0
ITL3,TLM13,City of Edinburgh,2020,46.65,87.26,527620.0
ITL3,TLM13,City of Edinburgh,2021,49.84,88.33,526470.0
ITL3,TLM13,City of Edinburgh,2022,53.66,100.0,514570.0
ITL3,TLM13,City of Edinburgh,2023,56.26,101.17,523250.0
ITL3,TLM14,West Lothian,2008,26.44,66.47,171390.0
ITL3,TLM14,West Lothian,2009,27.13,66.71,173040.0
ITL3,TLM14,West Lothian,2010,28.02,71.61,174090.0
ITL3,TLM14,West Lothian,2011,29.04,78.07,175300.0
ITL3,TLM14,West Lothian,2012,29.4,75.89,176010.0
ITL3,TLM14,West Lothian,2013,29.81,75.26,176160.0
ITL3,TLM14,West Lothian,2014,30.25,70.38,177200.0
ITL3,TLM14,West Lothian,2015,31.54,82.04,178550.0
ITL3,TLM14,West Lothian,2016,32.72,78.84,180130.0
ITL3,TLM14,West Lothian,2017,33.99,80.73,181310.0
ITL3,TLM14,West Lothian,2018,35.12,84.95,182140.0
ITL3,TLM14,West Lothian,2019,36.42,83.63,183100.0
ITL3,TLM14,West Lothian,2020,38.4,86.8,183820.0
ITL3,TLM14,West Lothian,2021,41.34,92.76,185580.0
ITL3,TLM14,West Lothian,2022,44.44,100.0,181730.0
ITL3,TLM14,West Lothian,2023,46.49,105.07,183810.0
ITL3,TLM20,Highlands and Islands,2008,24.72,84.26,486639.0
ITL3,TLM20,Highlands and Islands,2009,25.88,85.31,488749.0
ITL3,TLM20,Highlands and Islands,2010,27.19,90.98,490978.0
ITL3,TLM20,Highlands and Islands,2011,28.15,92.78,493562.0
ITL3,TLM20,Highlands and Islands,2012,28.84,96.32,622600.0
ITL3,TLM20,Highlands and Islands,2013,29.2,91.58,624440.0
ITL3,TLM20,Highlands and Islands,2014,29.6,91.36,624030.0
ITL3,TLM20,Highlands and Islands,2015,30.17,96.87,624580.0
ITL3,TLM20,Highlands and Islands,2016,30.72,92.76,625810.0
ITL3,TLM20,Highlands and Islands,2017,31.63,93.69,625590.0
ITL3,TLM20,Highlands and Islands,2018,33.03,95.53,624610.0
ITL3,TLM20,Highlands and Islands,2019,34.72,100.23,624170.0
ITL3,TLM20,Highlands and Islands,2020,36.23,102.31,622590.0
ITL3,TLM20,Highlands and Islands,2021,37.57,99.91,627030.0
ITL3,TLM20,Highlands and Islands,2022,38.8,100.0,495042.0
ITL3,TLM20,Highlands and Islands,2023,39.68,102.91,623410.0
ITL3,TLM31,East Dunbartonshire and West Dunbartonshire,2008,24.7,82.73,196130.0
ITL3,TLM31,East Dunbartonshire and West Dunbartonshire,2009,25.59,86.47,196040.0
ITL3,TLM31,East Dunbartonshire and West Dunbartonshire,2010,26.54,89.29,195720.0
ITL3,TLM31,East Dunbartonshire and West Dunbartonshire,2011,27.2,91.62,195610.0
ITL3,TLM31,East Dunbartonshire and West Dunbartonshire,2012,27.67,89.6,196220.0
ITL3,TLM31,East Dunbartonshire and West Dunbartonshire,2013,28.36,88.53,195640.0
ITL3,TLM31,East Dunbartonshire and West Dunbartonshire,2014,29.55,92.73,196420.0
ITL3,TLM31,East Dunbartonshire and West Dunbartonshire,2015,30.88,96.34,196550.0
ITL3,TLM31,East Dunbartonshire and West Dunbartonshire,2016,32.18,99.72,197400.0
ITL3,TLM31,East Dunbartonshire and West Dunbartonshire,2017,33.22,98.81,197740.0
ITL3,TLM31,East Dunbartonshire and West Dunbartonshire,2018,34.46,101.62,197460.0
ITL3,TLM31,East Dunbartonshire and West Dunbartonshire,2019,35.39,101.81,197570.0
ITL3,TLM31,East Dunbartonshire and West Dunbartonshire,2020,36.39,100.73,197090.0
ITL3,TLM31,East Dunbartonshire and West Dunbartonshire,2021,37.49,95.58,196690.0
ITL3,TLM31,East Dunbartonshire and West Dunbartonshire,2022,38.97,100.0,197260.0
ITL3,TLM31,East Dunbartonshire and West Dunbartonshire,2023,40.06,101.46,197980.0
ITL3,TLM32,Glasgow City,2008,24.69,81.35,576200.0
ITL3,TLM32,Glasgow City,2009,25.62,83.12,581620.0
ITL3,TLM32,Glasgow City,2010,26.47,88.08,586500.0
ITL3,TLM32,Glasgow City,2011,27.24,88.62,593060.0
ITL3,TLM32,Glasgow City,2012,27.79,88.61,595070.0
ITL3,TLM32,Glasgow City,2013,28.37,91.32,596520.0
ITL3,TLM32,Glasgow City,2014,28.81,87.79,599640.0
ITL3,TLM32,Glasgow City,2015,29.42,91.65,606340.0
ITL3,TLM32,Glasgow City,2016,29.93,90.99,615070.0
ITL3,TLM32,Glasgow City,2017,30.55,93.06,621020.0
ITL3,TLM32,Glasgow City,2018,31.45,92.41,626410.0
